slope_deg,elevation_m,rainfall_7day_mm,soil_type,landslide_probability
12.11,1084.51,142.9,Sand,0.3750922043149267
27.27,1383.24,180.67,Clay,0.7100064704104935
19.11,1420.9,150.03,Silt Loam,0.5467655086752499
27.86,1821.7,172.6,Loam,0.701313930671464
19.36,1382.34,166.54,Clay,0.6117287016518297
22.57,1343.69,119.23,Clay,0.5547220156945813
4.55,413.31,52.18,Silt Loam,0.16731867310842047
2.4,1181.29,115.87,Loam,0.28276817299904394
10.21,555.29,52.58,Sand,0.18249600773028568
32.25,1553.64,155.63,Silt Loam,0.6993571914539287
12.16,1170.78,112.41,Clay,0.41383087691833226
18.27,1456.39,151.26,Silt Loam,0.544112708473432
0.0,370.84,53.78,Clay,0.16055209063050413
0.0,444.15,50.65,Loam,0.13644099917029737
25.47,1517.75,151.04,Sandy Loam,0.6003939413583225
0.0,422.54,54.57,Sand,0.12180948224809489
0.0,421.14,70.05,Sandy Loam,0.14675110629574772
8.11,320.58,46.63,Sand,0.1497618110088916
27.88,1926.05,205.72,Silt Loam,0.7681732118228702
31.29,1553.76,168.63,Loam,0.7007410496266413
13.79,900.53,109.62,Sandy Loam,0.3386594294862598
1.04,804.11,113.19,Silt Loam,0.24511790544470902
15.07,894.5,83.71,Clay,0.36321729661752905
25.75,1616.91,158.42,Sand,0.6029764637791523
20.21,1424.33,174.64,Silt Loam,0.6033970368377207
7.52,614.83,71.48,Clay,0.25052000622908716
8.29,595.99,31.41,Clay Loam,0.1867788694191142
6.88,467.27,59.01,Clay,0.21733570295134924
28.34,1422.51,150.05,Clay Loam,0.6522985670205028
28.03,1599.43,124.69,Loam,0.5997807198668551
2.13,750.58,107.56,Silt Loam,0.2415150975041675
0.0,335.61,39.5,Sandy Loam,0.11645746493792138
17.51,439.69,64.5,Silt Loam,0.278392740366243
36.53,1945.36,191.69,Clay,0.8344932272930788
21.89,802.26,72.88,Loam,0.3556240670461269
33.13,1607.68,148.63,Clay,0.7316503636092748
22.45,1361.93,128.55,Sand,0.4856048629831729
14.49,949.3,121.72,Loam,0.3828008730541119
6.81,649.67,76.26,Silt Loam,0.22709475600237516
0.0,506.36,57.74,Sand,0.12845151800147664
21.0,1345.52,127.08,Clay Loam,0.5281696591920652
32.39,1616.88,183.46,Clay,0.7748838289088433
18.89,1394.64,167.48,Sand,0.5242671104575546
20.09,1201.51,145.91,Clay,0.5625401351168267
5.68,371.32,60.81,Silt Loam,0.18079907720884056
28.38,1946.43,199.53,Silt Loam,0.7652916977601599
24.9,1657.81,150.96,Clay,0.6668986279152221
4.87,797.8,88.11,Clay,0.26836015551054687
29.21,1965.95,186.68,Sandy Loam,0.7368400838432974
14.03,1323.2,111.71,Loam,0.3996398418573
15.3,1290.12,151.97,Clay Loam,0.5082811495863956
32.53,1571.72,151.02,Loam,0.685596179446721
23.02,1680.01,189.14,Clay Loam,0.6920667352831708
22.95,1416.01,160.67,Sandy Loam,0.5811567942528738
1.84,517.76,74.95,Clay Loam,0.1895150750522625
17.4,875.05,107.95,Silt Loam,0.39169399611425193
38.11,1877.74,179.77,Sand,0.7713147779152704
11.96,681.85,109.23,Clay,0.3552240176126631
14.18,932.68,104.59,Sandy Loam,0.33711525087731564
13.54,1034.53,117.64,Clay,0.42292605644973924
8.98,1046.99,104.49,Loam,0.31075673801506
30.56,1342.0,126.81,Sandy Loam,0.5899799696578318
28.27,1903.23,198.45,Silt Loam,0.7595328878657261
11.5,709.18,87.09,Clay,0.3166832675243661
9.43,506.55,53.75,Sandy Loam,0.1907248565929881
3.94,635.7,55.64,Sandy Loam,0.16706592648045543
35.35,1807.77,163.65,Clay,0.7854228217882177
25.78,1397.88,163.75,Sandy Loam,0.6135676744252079
18.36,786.04,81.54,Silt Loam,0.34609419441439737
25.4,1687.11,166.76,Clay,0.699808749770587
22.86,1764.33,200.54,Silt Loam,0.7058785607687265
26.25,1739.07,159.68,Sandy Loam,0.6461994444494846
32.29,1862.18,176.69,Sand,0.7190010260881008
8.87,728.81,74.06,Clay,0.27505735248580104
23.7,1583.57,186.79,Sand,0.6291231638234015
6.11,1082.92,147.36,Clay,0.4057013762053849
30.98,1731.4,187.1,Loam,0.7415730590323553
34.63,1538.43,170.21,Clay,0.7680351739474811
28.72,1619.96,157.09,Sand,0.6306488486787893
25.36,1415.48,176.6,Silt Loam,0.6566439972077707
8.89,601.63,78.16,Clay,0.2701730034614833
20.52,1226.55,143.19,Clay,0.564733986839573
38.14,1973.94,196.07,Loam,0.8221983131506336
33.85,1893.56,186.4,Clay,0.8087598418823442
0.0,373.4,78.55,Sandy Loam,0.15214889002708407
1.62,580.19,80.31,Silt Loam,0.1907937753099068
3.23,523.94,88.93,Clay Loam,0.21634352392304132
26.25,1534.17,161.9,Clay Loam,0.6634139331950063
26.22,1690.24,159.4,Silt Loam,0.663172246286183
8.83,662.97,70.92,Clay,0.2643787764192081
19.39,1159.95,125.94,Loam,0.4636232510857746
32.75,1729.2,166.23,Sandy Loam,0.7154721142666063
31.33,1545.76,142.51,Sandy Loam,0.6465137958745821
18.83,1221.8,147.98,Sandy Loam,0.4931432108656492
13.53,1303.59,129.15,Clay Loam,0.448576586634721
15.56,1164.21,126.85,Sand,0.3895512491327425
10.34,805.83,96.97,Clay,0.33144569817908914
10.03,1260.54,124.63,Loam,0.3758135436280848
30.37,1471.11,174.16,Sand,0.6607748335675594
30.4,1784.65,163.86,Sand,0.6746726310715191
23.54,1381.7,148.28,Loam,0.5731570253250208
32.71,1593.91,167.14,Silt Loam,0.7246241031202101
2.29,572.12,70.68,Silt Loam,0.18361505245156412
18.56,1084.65,98.16,Sandy Loam,0.38419571409266323
0.0,315.86,61.49,Clay,0.1651003180113078
7.47,719.35,95.89,Sand,0.22804697463186996
20.84,1534.98,148.02,Silt Loam,0.5735029860223355
42.05,1986.08,209.36,Clay,0.8809558415660468
1.49,468.6,67.8,Silt Loam,0.16894561020316465
17.15,982.54,89.22,Silt Loam,0.3674095314244989
17.83,1660.12,156.6,Sand,0.522013064264841
12.84,646.86,95.29,Clay,0.33658597639898535
24.13,1243.64,136.57,Clay Loam,0.5674023094696027
25.41,1546.22,150.7,Clay,0.6602906404899617
19.81,1347.18,128.37,Sandy Loam,0.48071027163220037
8.39,619.64,68.04,Silt Loam,0.22572562780473812
23.53,904.15,94.71,Loam,0.42144347957025075
17.83,1632.45,154.23,Sandy Loam,0.5394634956066143
22.75,1242.19,105.67,Sand,0.43321068611142377
0.0,308.89,64.9,Sandy Loam,0.13606731381578954
25.77,1593.68,177.99,Sandy Loam,0.6580821881404766
0.0,360.03,33.3,Clay,0.14039894772091596
23.21,1567.75,163.14,Clay,0.6623883642918166
6.83,644.22,64.45,Clay,0.23782790755895739
26.9,1928.72,189.66,Clay Loam,0.7479438982572006
17.66,925.5,98.12,Silt Loam,0.38215644231316126
2.14,855.78,90.6,Clay Loam,0.23607594907548743
7.76,553.11,99.82,Clay,0.2888278427211241
8.76,819.53,87.15,Silt Loam,0.27172492603719606
23.95,1790.31,169.0,Clay,0.7000000306720727
34.89,1993.77,188.0,Silt Loam,0.8009394255776887
4.74,926.13,119.01,Loam,0.2847833169050132
15.45,1062.64,90.86,Clay,0.39706808921341397
17.44,1527.52,146.04,Sandy Loam,0.5085367169551904
32.44,1806.53,204.29,Loam,0.7820421150651977
15.54,1308.18,141.4,Silt Loam,0.4805717169172759
11.06,965.59,109.78,Silt Loam,0.34188119528686867
15.5,1001.46,142.11,Silt Loam,0.4478167761833835
19.79,1482.55,157.12,Clay Loam,0.5857919524550539
0.0,305.47,36.87,Loam,0.1182223212825433
13.5,1353.3,137.57,Sandy Loam,0.4322153554723322
15.24,904.34,84.36,Sand,0.2900728288362268
35.83,1650.14,187.35,Sandy Loam,0.7641304848618016
17.12,458.08,69.85,Clay,0.3162951946334354
20.45,1299.94,153.86,Sand,0.5048943546048474
20.29,1117.65,138.78,Clay,0.5423085530301817
12.94,1391.95,139.06,Clay,0.495418129903803
9.72,410.25,42.75,Clay,0.2128631639626055
23.6,1285.97,134.96,Clay,0.5879440435892581
16.67,1254.52,119.82,Clay,0.483778631440591
25.25,1253.12,135.26,Clay,0.6018212433535004
19.25,1325.93,156.32,Loam,0.5370922180976827
20.71,1450.0,147.98,Loam,0.5505402922289351
29.75,1668.48,172.41,Clay,0.74355440011495
3.86,758.7,86.87,Silt Loam,0.22754362018694316
33.16,1702.58,185.27,Clay,0.7891881054075651
11.66,1147.03,113.22,Clay,0.4076372702439558
0.0,431.0,25.84,Loam,0.11543147816749698
0.0,399.54,63.02,Loam,0.14524494518388992
15.16,868.21,112.96,Loam,0.36572945049865285
23.6,1634.32,173.78,Loam,0.6455129295075216
17.32,1503.06,145.67,Silt Loam,0.5288456323775987
23.78,1640.65,150.63,Sandy Loam,0.5954987062125372
17.43,1179.36,133.56,Clay Loam,0.48420431331554586
9.06,1048.34,116.47,Sandy Loam,0.32015626644611983
0.0,550.67,67.67,Sandy Loam,0.15175000750744777
21.72,857.93,124.55,Clay,0.5022966110146249
10.45,1037.83,99.2,Silt Loam,0.32564569296050816
1.4,450.62,87.18,Clay,0.2124866743136131
5.66,675.04,81.23,Sandy Loam,0.2099676110361274
18.23,1316.98,110.99,Loam,0.44094813366273083
28.12,1550.63,156.87,Silt Loam,0.6631501922361606
38.68,1997.19,214.14,Clay Loam,0.858088053249103
30.2,1886.29,184.29,Clay Loam,0.7628727866045806
15.66,1392.36,123.19,Clay,0.494590249408637
20.69,1016.12,108.98,Loam,0.4302126104830645
21.15,1381.5,131.48,Sand,0.47949016632508085
35.36,1635.61,174.58,Sandy Loam,0.7414848192436297
0.0,501.17,76.71,Sandy Loam,0.15773033571967848
14.91,996.84,93.87,Silt Loam,0.35500917743544746
38.15,1727.66,164.9,Sandy Loam,0.7576909657300864
11.28,952.52,117.08,Clay Loam,0.366604401405929
18.32,1272.18,121.61,Sandy Loam,0.4442592490075119
21.46,1299.21,120.7,Sandy Loam,0.47854889298636016
3.48,613.61,57.54,Sandy Loam,0.16498663941162078
10.76,915.8,107.7,Sand,0.2879952062935806
9.68,868.67,102.82,Sandy Loam,0.28738246937366074
0.0,344.53,40.75,Sandy Loam,0.11783088235154456
6.97,341.13,50.78,Clay Loam,0.18322703807403445
30.58,1713.88,197.16,Sandy Loam,0.741675301995634
10.54,764.22,74.17,Loam,0.25313222118873074
21.66,1180.73,96.99,Silt Loam,0.44845750080845526
8.83,807.83,99.53,Silt Loam,0.2899656506933126
28.11,1899.15,189.27,Clay,0.7725785209982383
5.8,740.8,76.02,Sandy Loam,0.2093052733187666
14.62,1030.42,122.52,Silt Loam,0.4060315068569517
24.38,1783.64,193.12,Sandy Loam,0.6884424617790288
26.12,1731.29,142.69,Silt Loam,0.637941779211115
3.75,616.37,65.68,Sandy Loam,0.1753620445244466
37.91,1664.49,204.57,Clay Loam,0.8247043428717183
1.71,1078.92,125.85,Loam,0.2828119059817834
15.52,1121.05,131.04,Clay,0.47785963741238785
13.17,526.92,85.02,Loam,0.27006873828939165
3.35,437.02,59.59,Sandy Loam,0.15581624303708735
28.52,1537.5,170.32,Loam,0.6767852951292085
17.38,1143.98,133.73,Clay,0.5050841046710104
11.52,1042.65,121.92,Silt Loam,0.37502940801218715
13.59,1540.16,153.78,Loam,0.4961551459844754
27.05,1601.37,166.7,Sandy Loam,0.6520227825602269
1.52,570.14,62.49,Silt Loam,0.16984452846905573
16.75,1337.38,140.56,Silt Loam,0.49501815580613273
2.11,530.1,50.18,Loam,0.15168569127010328
34.27,1577.34,150.1,Sandy Loam,0.6897315774909105
34.36,1416.82,143.28,Loam,0.6749934416137194
33.61,1926.24,179.21,Sand,0.7393304288667111
0.02,417.23,49.98,Sand,0.11803080686445934
0.0,396.99,53.27,Loam,0.13629637136395553
11.94,779.72,96.21,Clay,0.3427344622411032
17.81,744.9,101.28,Clay,0.4060942014182382
7.16,719.86,77.83,Loam,0.22841837083240635
18.92,1840.63,205.68,Sandy Loam,0.6639105588177492
11.83,724.23,99.26,Silt Loam,0.30842814667051094
14.17,762.31,96.17,Loam,0.3176217921958563
17.89,1590.98,165.49,Silt Loam,0.5809289407973935
16.17,1064.56,120.6,Clay Loam,0.43436286983985506
28.66,1620.41,183.64,Silt Loam,0.7173016858518249
1.86,411.12,75.35,Clay,0.19838981345718798
12.62,1128.87,141.62,Sandy Loam,0.4064075899076226
6.22,357.14,52.76,Sandy Loam,0.16049956657902165
0.11,406.51,64.91,Sand,0.13004804939275127
23.39,1840.94,205.84,Loam,0.715308797928862
0.0,536.72,58.95,Loam,0.149023894995967
24.41,1205.12,123.68,Sandy Loam,0.5049405866607181
17.06,998.86,110.14,Sandy Loam,0.3814069443833857
12.25,890.48,113.64,Silt Loam,0.35232257871332734
28.39,1829.72,198.4,Clay,0.7811508313554614
0.0,337.1,46.88,Sandy Loam,0.12232533897971516
17.19,1428.44,125.93,Clay,0.5198708631983769
30.6,1937.77,198.09,Loam,0.7705282552643801
8.45,1252.29,118.93,Silt Loam,0.3611257412313223
28.17,1892.6,167.98,Clay,0.7433472450754599
0.22,388.84,36.04,Loam,0.12244547735082534
17.29,1011.95,115.97,Silt Loam,0.41958176883705733
8.65,742.27,107.22,Silt Loam,0.29429372879873994
28.82,1542.4,159.4,Clay,0.7052184965330959
40.11,1968.21,200.31,Sandy Loam,0.8311589791068763
14.01,736.1,103.99,Clay,0.37177514884625384
24.59,1412.1,123.92,Loam,0.5425263976817919
6.79,636.77,85.11,Sandy Loam,0.22008406700440603
14.32,1261.06,133.32,Clay,0.48485882582378304
19.47,1088.69,126.47,Clay Loam,0.4825410663531227
41.45,1952.41,188.46,Clay,0.8587606269682637
22.4,1334.5,127.84,Silt Loam,0.5306801568893998
21.47,894.16,102.58,Sand,0.3776280200419395
0.0,493.96,89.19,Clay Loam,0.1923037798972741
0.0,557.12,83.05,Loam,0.1746343591197264
11.94,683.04,73.86,Sand,0.22954903027394502
9.85,726.64,65.28,Clay Loam,0.25082487058993025
35.49,1746.05,151.91,Clay,0.7664703705725276
19.0,1254.08,152.61,Sandy Loam,0.5071546561020516
13.46,1189.76,112.75,Clay,0.4299127609066708
2.83,495.11,59.68,Sandy Loam,0.15638237938894387
21.58,1762.24,198.42,Sandy Loam,0.6691850942646271
18.93,1528.78,133.38,Clay,0.562950208546641
7.16,415.04,79.74,Silt Loam,0.2162753005419519
28.43,1503.32,151.49,Clay,0.685549366433199
20.3,1224.01,112.93,Sand,0.41915988859220693
0.0,438.93,55.79,Clay,0.16672012070869924
13.79,1079.11,106.28,Silt Loam,0.37392116079136745
10.35,1123.98,127.77,Clay,0.4180934375644292
11.52,581.82,62.64,Loam,0.2302015641764736
29.24,1907.69,163.02,Silt Loam,0.7167332253338193
23.47,1744.96,173.74,Loam,0.6552952977679429
22.9,1437.34,129.01,Sandy Loam,0.5245224263023336
12.52,1085.9,120.8,Clay Loam,0.39947396827349035
21.42,1000.0,92.19,Clay,0.4544516207164472
18.46,1406.65,139.28,Sand,0.46840576520854543
11.55,1227.23,133.19,Clay,0.4517176655807821
0.0,405.86,53.34,Clay,0.16219849402494815
17.27,1171.25,129.17,Clay,0.49840759845037985
24.61,1670.89,180.58,Clay Loam,0.6919159589483183
8.47,1080.71,99.89,Clay,0.3457724353849329
7.71,388.33,53.98,Sand,0.1586158129122277
30.07,1636.67,117.36,Clay Loam,0.6347257785153331
6.71,642.32,81.52,Loam,0.2239232496966602
15.61,739.66,82.06,Sandy Loam,0.2954134362985046
8.91,580.0,57.45,Silt Loam,0.21294788631700334
7.11,861.37,102.26,Loam,0.27401999967680074
20.53,1586.48,180.37,Clay,0.6676494805876209
21.75,1182.96,119.33,Loam,0.4787317596077467
8.95,648.3,64.17,Silt Loam,0.22702580018126128
30.69,1792.31,183.78,Silt Loam,0.7491246439529502
25.67,1795.29,161.54,Clay,0.7040248054769664
32.64,1779.98,170.29,Clay,0.7721009418346301
4.34,705.95,101.87,Clay Loam,0.25672263080991947
14.83,1067.11,116.97,Clay,0.43861122602886743
40.72,1974.48,169.51,Silt Loam,0.8164122677038781
22.94,1612.42,138.16,Clay,0.6214059156311769
0.0,346.18,53.59,Sand,0.1174887650362454
0.0,410.85,69.91,Clay Loam,0.16577097508777602
20.75,1088.68,93.72,Loam,0.4108413596253618
32.19,1845.67,192.86,Clay,0.802003004885118
17.67,1215.79,149.38,Sandy Loam,0.4828275226420693
14.38,1146.28,151.48,Loam,0.4568688831527233
6.01,479.31,68.11,Loam,0.19081053952106994
18.08,1416.53,155.09,Silt Loam,0.5448557016593096
29.48,1697.58,140.78,Clay,0.6962515055767263
9.28,946.71,136.7,Loam,0.35723706608040817
21.88,1618.54,157.04,Silt Loam,0.6093253350780826
29.6,1939.61,180.56,Sandy Loam,0.7288403901031154
5.05,646.4,74.35,Loam,0.20342783682893398
17.55,1189.66,149.74,Silt Loam,0.5043407142012382
10.94,788.13,124.05,Silt Loam,0.34713641686818747
8.52,1647.85,170.19,Sandy Loam,0.472578251276738
15.6,1281.91,150.34,Clay,0.5324590346592224
19.62,1378.79,144.74,Clay,0.5747047014926836
34.65,1656.45,153.51,Sand,0.6846771032495479
8.06,973.15,129.73,Sand,0.30376184655455074
31.93,1855.65,177.68,Silt Loam,0.75561589681752
25.6,1206.15,151.59,Clay,0.6292987338241748
0.0,568.52,90.65,Sandy Loam,0.17634743109551207
25.63,1483.03,162.68,Sand,0.595214319085874
22.96,1648.54,195.8,Loam,0.6776851365182431
8.25,838.49,128.95,Clay,0.36896440425778737
25.13,1757.2,175.52,Sandy Loam,0.6640442060613156
27.15,1840.44,173.51,Sand,0.6656513601229466
23.02,770.74,61.4,Clay,0.3902412850504228
37.66,1971.99,231.15,Sandy Loam,0.8484313816677286
10.29,539.21,61.93,Sandy Loam,0.2086060932325996
9.33,643.43,94.93,Sandy Loam,0.2532559817890426
0.0,613.18,64.07,Silt Loam,0.1651684455573476
32.37,1819.78,206.85,Sandy Loam,0.7772352119720877
27.61,1412.3,136.6,Clay,0.6441029256929051
0.9,558.58,52.4,Clay,0.17602776012901195
19.8,1048.55,111.24,Sandy Loam,0.41642876546179475
24.44,1346.01,133.16,Clay,0.5996650236572271
12.1,441.89,68.71,Sandy Loam,0.2228727533593187
27.91,1800.11,181.24,Silt Loam,0.7232686196465251
21.83,1666.13,179.37,Clay,0.6857393393517638
15.37,1158.85,119.93,Sandy Loam,0.3985927154369048
40.06,1944.12,184.99,Sandy Loam,0.812540376340323
5.06,1010.19,102.16,Loam,0.26969587148857443
23.12,1972.99,228.24,Sandy Loam,0.7475505065585992
23.16,1435.46,152.57,Clay Loam,0.606935874092224
19.37,1378.94,114.35,Loam,0.4659024145472301
5.68,582.12,64.59,Sandy Loam,0.18397262473709092
34.71,1799.28,183.39,Clay,0.8044383442143067
11.77,1026.73,140.09,Clay,0.444893111072314
0.0,575.8,87.25,Clay,0.21190270546047377
10.65,321.43,35.1,Silt Loam,0.18023346845493904
14.05,1251.58,168.92,Loam,0.4974768910365623
12.64,1196.58,127.22,Clay,0.44874417496694563
29.98,1522.9,175.76,Silt Loam,0.707868859245694
28.35,1813.44,165.88,Clay,0.735055849866713
2.38,434.99,23.18,Clay,0.14756800653575944
27.28,1543.54,137.79,Loam,0.6097022361004664
11.79,618.6,26.92,Loam,0.1905387324063348
27.51,1758.9,209.98,Sandy Loam,0.7389352196423938
35.45,1692.41,175.53,Loam,0.757620339842834
7.71,1219.35,115.87,Loam,0.33420800997767175
27.95,1507.41,162.46,Sand,0.6207845212260115
6.49,834.4,97.94,Sand,0.23240906568613226
22.88,1100.99,128.4,Sand,0.46116063178532624
28.65,1696.78,190.85,Sand,0.693872977853294
12.25,1080.75,112.92,Sandy Loam,0.3474515620987558
15.48,908.26,88.55,Sandy Loam,0.3204243596231309
21.27,1140.16,135.03,Sandy Loam,0.48576001526951684
31.37,1708.02,185.76,Silt Loam,0.7503227986615656
6.25,869.85,99.8,Sandy Loam,0.25438334925488093
3.49,595.39,106.25,Clay,0.2659823587877178
24.19,1510.42,149.37,Sand,0.5590257903399781
27.88,1704.16,159.88,Silt Loam,0.6808016943967052
7.17,471.08,68.67,Sand,0.17579545257120438
0.0,707.79,73.58,Clay,0.20465883116612513
6.5,541.35,76.15,Loam,0.20808040181017842
10.38,891.5,87.74,Loam,0.2826922331855529
11.12,1065.6,109.9,Sandy Loam,0.33018455209835024
21.75,1573.0,189.93,Clay,0.6931151596984982
21.07,1406.95,140.54,Loam,0.535808910154786
3.11,1355.58,130.02,Clay,0.3733117974864992
8.47,899.04,118.47,Loam,0.31454305311442615
24.23,1730.46,159.98,Silt Loam,0.6491522674991851
18.69,1101.19,108.71,Sand,0.3822247062004369
29.26,1964.48,205.45,Clay,0.8055544552366397
20.49,1378.04,158.1,Sandy Loam,0.5467208875297535
12.0,514.65,84.63,Clay,0.2989867220111982
27.96,1449.5,139.25,Clay,0.6557150336952635
15.56,852.68,105.68,Silt Loam,0.36704368074040233
20.84,1466.76,145.02,Silt Loam,0.5606073867389907
5.08,418.39,48.57,Sand,0.14099393357935655
4.78,597.3,91.81,Sandy Loam,0.21121901630376122
28.11,1754.75,169.68,Sand,0.6598829561591812
9.77,686.21,85.93,Clay,0.2971113596236235
25.47,1722.97,177.4,Clay,0.7200495448831622
16.96,774.77,73.67,Clay,0.35221620442948137
21.06,1392.9,159.85,Silt Loam,0.582050360293397
26.69,1480.06,161.61,Clay,0.6837637293271589
24.71,1171.51,95.64,Clay,0.5145048610268733
15.54,819.03,97.87,Sandy Loam,0.32761427395145615
0.19,661.5,67.94,Clay,0.19592345572357747
3.35,356.42,68.53,Clay,0.19648063821040743
14.59,816.71,71.82,Clay,0.3307158320911101
26.67,1410.38,141.59,Clay,0.6433377365479871
26.34,1895.12,195.99,Silt Loam,0.7400945753601597
26.34,1781.05,181.11,Sandy Loam,0.6867342137970375
31.02,1602.31,175.65,Clay,0.7527436544080051
23.0,1640.36,144.86,Clay,0.636561476041989
21.11,1430.47,173.52,Sand,0.5626866246091179
16.73,742.49,94.7,Sandy Loam,0.32605167109621785
30.61,1842.23,206.2,Silt Loam,0.7824800611181615
19.17,1440.24,162.74,Sandy Loam,0.5482715915192514
14.67,1252.75,132.57,Clay,0.48624303309000677
5.44,488.68,44.72,Clay Loam,0.17659639929954035
8.53,1059.99,106.95,Sandy Loam,0.3012175942247804
14.42,1082.61,141.28,Clay,0.4811084680707465
31.06,1769.76,200.06,Loam,0.7633887326221006
25.08,1229.3,121.34,Loam,0.5228097900869124
16.27,946.68,62.93,Clay,0.34458394029141526
29.64,1960.56,193.26,Clay Loam,0.7763664023551706
9.66,488.23,59.62,Sand,0.182458439193523
12.87,1018.33,107.9,Clay,0.3967353517603194
0.0,371.44,61.36,Loam,0.14219197809536063
24.3,1557.84,173.35,Silt Loam,0.6552139469317493
38.41,1860.73,202.32,Clay,0.8506233667401303
10.35,776.06,96.53,Sandy Loam,0.2753477677122876
29.25,1759.18,151.31,Silt Loam,0.6847460571044779
18.12,796.77,86.59,Silt Loam,0.3534455181451888
23.81,1848.31,220.91,Silt Loam,0.7511929175847534
19.21,1581.74,167.97,Silt Loam,0.5979476236222835
19.29,1668.34,175.67,Clay Loam,0.6332256704280503
2.48,330.61,55.15,Loam,0.14720842756061145
33.57,1936.78,200.54,Sand,0.7693930251027189
32.42,1535.34,122.43,Clay,0.6781308714484839
11.58,818.08,90.03,Loam,0.2899481327745728
26.18,1709.97,173.33,Clay,0.7188169542978726
9.58,778.59,109.3,Silt Loam,0.3092389134367735
30.26,1783.68,181.25,Clay,0.7690630779869791
0.0,491.39,39.53,Sand,0.11330252532791958
37.48,1496.27,161.12,Sandy Loam,0.7273726933603795
20.98,1219.19,117.67,Clay,0.5214526816651774
4.33,464.11,43.52,Silt Loam,0.16024902683197972
11.3,711.22,71.5,Sand,0.2238874922626025
3.97,321.09,57.04,Silt Loam,0.16332811930465577
15.24,1096.91,137.6,Clay,0.4844825588643488
7.09,812.15,100.34,Sand,0.23844192726486643
23.34,1317.21,148.03,Silt Loam,0.5758962405811001
12.03,805.3,99.57,Loam,0.3076947703302775
6.15,809.86,94.41,Loam,0.25042157478955174
32.36,1563.43,171.16,Sandy Loam,0.7045997808787209
3.1,381.84,18.08,Sand,0.10575024060934053
34.35,1834.92,186.81,Loam,0.7756201439973484
35.94,1748.85,161.72,Clay,0.7828067142058583
22.81,1435.27,166.62,Sand,0.5682151349529622
21.75,1308.48,135.56,Clay,0.5723839828271301
34.39,1816.91,183.99,Clay Loam,0.7880128531015584
2.68,615.06,52.78,Loam,0.16241257187787725
2.96,434.25,74.33,Sandy Loam,0.16836706923369532
8.77,707.17,93.05,Clay,0.30133492000665324
22.24,1650.78,176.92,Clay Loam,0.6620721218058929
12.77,358.94,40.11,Silt Loam,0.20245365774939791
12.78,1290.77,124.56,Clay Loam,0.43091071236215905
27.35,1992.24,202.66,Silt Loam,0.7652942983146019
35.66,1754.68,167.5,Clay,0.7885193499212022
21.3,1186.46,133.3,Loam,0.5004488928937194
0.0,408.19,24.32,Sandy Loam,0.10833610544677115
31.3,1713.33,166.89,Sandy Loam,0.7023817709270267
27.7,1318.26,165.6,Clay Loam,0.6620169077254962
3.76,495.39,71.18,Loam,0.18094674550448114
16.19,459.56,63.86,Silt Loam,0.2680897059402436
22.31,1846.37,215.95,Clay Loam,0.741458212703429
26.22,1437.64,114.35,Clay,0.5936920552171127
34.03,1709.79,161.65,Sand,0.6970925597253963
34.34,1794.26,175.47,Loam,0.7571636177178804
18.42,1272.01,147.36,Silt Loam,0.5181770456003034
16.14,1179.66,139.3,Loam,0.45641857047485623
16.86,1031.73,99.87,Loam,0.37652909144482133
14.85,838.81,110.46,Clay,0.4024264946974882
17.79,1038.81,107.44,Clay Loam,0.42427872527813604
31.51,1615.6,183.58,Sand,0.7003950924288992
15.37,1323.27,123.6,Clay,0.4846697661807088
29.21,1817.29,181.71,Clay Loam,0.7458982938131274
10.37,1053.75,107.48,Sandy Loam,0.3181221729711318
18.71,1332.05,155.73,Sand,0.49351923019114663
26.54,1373.22,135.75,Clay,0.6281588025746911
20.66,1305.89,136.89,Loam,0.5135580159782039
36.92,1494.48,162.11,Silt Loam,0.743499926481469
9.04,703.64,91.51,Clay,0.30098966917360603
17.72,1171.02,138.7,Sandy Loam,0.4585481917082116
4.07,477.18,66.11,Loam,0.17613469056298822
9.88,953.67,99.56,Clay,0.3460331496894021
16.29,1129.03,116.37,Loam,0.4104366729881803
27.81,1408.78,147.18,Clay Loam,0.6408861940621414
32.89,1915.9,196.18,Loam,0.7831807410535968
16.45,1321.11,136.69,Clay,0.520305332498403
20.66,1564.11,161.06,Sandy Loam,0.5741651221274016
14.96,1160.65,101.7,Silt Loam,0.3859998984190318
21.93,1377.98,154.03,Silt Loam,0.5788206218164065
8.38,420.58,60.57,Silt Loam,0.2015375012287869
1.95,732.47,100.95,Clay,0.25742213752668947
10.7,915.15,102.37,Loam,0.3104945996791236
16.79,1103.24,93.22,Silt Loam,0.38333435843447833
0.0,377.6,48.61,Clay Loam,0.14309878291426717
0.59,538.04,65.42,Sandy Loam,0.1520826082794396
6.01,770.58,100.5,Clay,0.29440105053144777
29.05,1951.61,164.59,Loam,0.7112350351977311
12.23,863.29,98.31,Clay,0.35748886243843403
15.59,1119.47,128.46,Silt Loam,0.43643611668819715
3.89,633.37,67.08,Clay,0.2185393111977184
22.91,1338.33,141.57,Clay,0.5983948654644743
18.16,777.16,80.54,Loam,0.330458615405457
15.23,651.89,67.73,Sandy Loam,0.2628578569493974
7.95,1178.17,119.91,Loam,0.3391622405735735
3.07,309.36,37.18,Sandy Loam,0.1272614860962342
0.0,313.03,58.43,Silt Loam,0.14247545275686785
8.22,672.42,69.49,Loam,0.22171996499969168
